(3656, 888)
(3287, 873)
(3006, 888)
(2335, 866)
(1625, 844)
(1215, 844)
(840, 866)
(476, 881)
(110, 881)
(99, 1140)
(66, 1384)
(45, 1992)
(39, 2874)
(80, 4489)
(452, 4504)
(803, 4518)
(1148, 4526)
(1504, 4548)
(1868, 4548)
(2219, 4555)
(2575, 4541)
(2936, 4526)
(3276, 4526)
(3621, 4504)
(3653, 4415)
(3670, 4192)
(3670, 910)
