(4526, 3622)
(4555, 3177)
(4584, 2522)
(4584, 1955)
(4595, 1399)
(4580, 960)
(4530, 66)
(4037, 5)
(3796, 27)
(1768, 21)
(1236, 32)
(1002, 43)
(995, 210)
(981, 432)
(981, 782)
(956, 1149)
(945, 1455)
(934, 1788)
(941, 2238)
(941, 2549)
(948, 2950)
(970, 3611)
(1783, 3655)
(3440, 3655)
(3839, 3666)
(4494, 3627)
