(3664, 895)
(3359, 873)
(3057, 873)
(2486, 844)
(2210, 844)
(1779, 851)
(1439, 858)
(1062, 844)
(662, 881)
(250, 873)
(128, 866)
(101, 1147)
(85, 1510)
(72, 1888)
(56, 2251)
(61, 2637)
(50, 3096)
(61, 3540)
(80, 4311)
(96, 4481)
(463, 4459)
(808, 4496)
(1161, 4481)
(1507, 4496)
(1863, 4541)
(2224, 4533)
(2939, 4518)
(3405, 4474)
(3640, 4481)
(3680, 4274)
(3680, 903)
